São João del Rei;27352392,40
São João do Manhuaçu;6866999,29
São João do Manteninha;3395468,45
São João do Oriente;3019473,93
São João do Pacuí;3406238,12
São João do Paraíso;8720059,72
São Lourenço;18932231,13
São Miguel do Anta;4205727,74
São Pedro da União;3669650,02
São Pedro do Suaçuí;3223907,52
São Pedro dos Ferros;3726171,91
São Romão;5369506,94
São Roque de Minas;3995155,39
São Sebastião da Bela Vista;4039766,37
São Sebastião da Vargem Alegre;3583467,18
São Sebastião do Anta;4808013,86
São Sebastião do Maranhão;5177224,48
São Sebastião do Oeste;5744390,24
São Sebastião do Paraíso;26107645,94
São Sebastião do Rio Preto;1533465,31
São Sebastião do Rio Verde;2578051,34
São Thomé das Letras;3101536,99
São Tiago;4153640,65
São Tomás de Aquino;4421104,10
São Vicente de Minas;4266303,96
Tabuleiro;2133834,17
Taiobeiras;12129812,65
Taparuba;2222651,89
Tapira;6527995,23
Tapiraí;2316896,98
Taquaraçu de Minas;4143738,38
Tarumirim;4015901,72
Teixeiras;6177936,98
Teófilo Otoni;52960738,65
Timóteo;38138328,58
Tiradentes;4749629,09
Tiros;4236748,35
Tocantins;5514447,94
Tocos do Moji;3166192,00
Toledo;5209810,18
Tombos;4588584,41
Três Corações;31128109,77
Três Marias;19032172,55
Três Pontas;25106973,64
Tumiritinga;4598540,67
Tupaciguara;14900205,52
Turmalina;9748277,68
Turvolândia;3712894,87
Ubaporanga;5425567,69
Ubaí;6964156,52
Uberaba;159829913,90
Uberlândia;369625209,05
Ubá;42727660,65
Umburatiba;2177061,88
Unaí;36413153,54
União de Minas;3819292,48
Uruana de Minas;3294172,28
Urucuia;6936644,79
Urucânia;5164460,96
Vargem Alegre;3737199,75
Vargem Bonita;2394495,32
Vargem Grande do Rio Pardo;3505633,14
Varginha;59708279,69
Varjão de Minas;3769572,09
Varzelândia;11724666,95
Vazante;9520017,07
Verdelândia;5611560,53
Veredinha;3909682,27
Vermelho Novo;2753728,92
Veríssimo;3490060,25
Vespasiano;69605915,58
Vieiras;3358044,15
Virgem da Lapa;5725958,47
Virginópolis;5504298,82
Virgolândia;3997742,78
Virgínia;3494116,25
Visconde do Rio Branco;16166800,08
Viçosa;31919927,11
Volta Grande;3576440,70
Várzea da Palma;16393532,59
Wenceslau Braz;1985703,37
Água Boa;5788162,61
Água Comprida;2046042,24
Águas Formosas;7149603,90
Águas Vermelhas;4188006,35
